country	review_text	taste	varieta
china	The packaging is awesome. It is not bad at all, but are you sure this is Weimeisi? It's different from any one I've ever had! I also bought a box of factory direct sales. This is totally different from this one! This, I do not know what the blending, no wine taste, drink a lot of no sense of wine slightly savory, and drink, stomach screaming, fart, drink this winter I know through the cold. I have always wanted to adapt to the so-called new tastes and have been unacceptable. As a result, I do not like Amazon! The first Amazon shopping experience is so bad, why?		
china	As always, the quality is not the same as ordinary dry red, and the levels are more abundant. As for good and bad, it is a matter of opinion.		
china	The festival's must-have wine is purchased every year from the market. This year it is purchased from Amazon. The same quality and price service are better than those in the market. Not bad.		
china	Always like to drink Chang Yu Wei Meisi, calm, mellow. Unlike some dry red oily feeling. The packaging is very formal, sending goods quickly.		
china	Large, affordable, suitable for their own drink, giving someone a little cheaper.		
china	Large amount, suitable for drinking; a friend said it will go up		
china	Finally tasted the taste of the past, Zhangyu Wei Meisi red wine, delicious!		
china	Thick packaging looks like a soy sauce bottle. It tastes like rice wine, and its capacity is 250 milliliters more than that of ordinary red wine. It unknowingly drinks more.		
china	It’s good that there’s no barrel as an overpack that doesn’t look so big		
china	The current wine is almost dry red. I want to find the former Changyu white wine, General Lee, Riesling...		
china	The logistics is fast and it will be two days. The packaging is very good, that is to say, I haven't opened the tasting flavor. I bought it from the seller Amazon.		
china	Online ordering at night, arrived at noon the next day, fast! Thumbs up! The taste is as mellow as it was a few years ago. satisfaction.		
china	It feels good to drink and the taste of herbs also feels good		
china	The goods are the same as the description, very satisfactory, and the delivery is fast		
china	I bought the last three bottles and I feel very good. When you're in stock, buy it again.		
china	There was no sale in the supermarket before. I saw it on Amazon. I saw it was owned by Amazon. I sold two bottles. The arrival was a taste. The taste was not the same. I came back and found other supermarkets and sold them. A bottle, a comparison of the two bottles, found that the date of production date Amazon had just been released last month, and the formula has also changed, still use the grape juice, is the use of grape distilled wine, so I feel heavy taste of alcohol. Not used to	date dateheavy	
china	too exaggerated. With a big box to send it, the package is still tight. The plastic film removed was enough for me to cover a plastic greenhouse. Not bad at all, every word on the label is perfect. It was produced in May this year. Thick, fragrant, sweet aftertaste. Do not know what to say. Thanks Amazon. I hope you can expand the distribution of wine.		
china	Bring it back to open. There was no cork. I was speechless. . . .		
china	Personally feel better than XO much more, has been drinking this wine, which is slightly more expensive than the supermarket, but recently the supermarket is out of stock, can only be bought here!		
china	Previously in amazon to buy special wine have never happened in such a thing, absolute bad review, before shipment, do not check the bottle cap and leakage problems, especially the knob cover, if there is damage, it will not be able to save will certainly seepage, amazon company Must strengthen control before shipping. Apply now for payment.		port
china	After receiving it was in 2015. The taste is good, the acidity is just good, fresh and memorable. It is hoped that Amazon's red wine will be marked with years. It will be a few years if it is a few years old. Do not be vague.		port
china	I bought pink wine for the first time, so no comparison. The taste is very turbid and there is no special feeling when you drink it. Will not buy again.		port
china	The wine body is bright and light purple, and it can obviously feel the change of oak, gooseberry flavor to violet, barley, tobacco and other flavors. The tannins are smooth and have some aftertaste. It is a good wine.	gooseberry violet tobaccoflavor berry smooth gooseberry light bright violet	port
china	In early December, I bought activities and I only drink now. Very good red wine, absolutely five stars		port
china	Fruity, fragrant, especially good with seafood, worth buying, the price is lower!		port
china	Delivery is faster than I thought, courier packaging is safe and secure, and product packaging is complete and beautiful. A lazy person, there is no bottle opener wood to buy ... so the wine itself has not yet tasted ... ... I will return! ! I am back! The wine tastes good oh oh		merlot port
